job_title,min_salary,max_salary,currency,skills,publication_date,id,location,job_categories,experience,html_link,type,company_name,company_id,source,created
Freileitungsmonteur (w/m/d) Fahrleitungs- und Stromversorgungsanlagen,_NOT_FOUND_,_NOT_FOUND_,_NOT_FOUND_,[],2023-01-24T00:42:10Z,10536487,"[{'name': 'Bad Mergentheim, Germany'}]",[{'name': 'Computer and IT'}],mid,https://www.themuse.com/jobs/siemens/freileitungsmonteur-wmd-fahrleitungs-und-stromversorgungsanlagen-c64550,external,Siemens,11913,muse.com,2024-04-19_13:12:05
Mechanical Assembler - 1st Shift,_NOT_FOUND_,_NOT_FOUND_,_NOT_FOUND_,[],2023-04-26T23:41:35Z,11259124,"[{'name': 'Clayton, NC'}]",[{'name': 'Software Engineering'}],senior,https://www.themuse.com/jobs/siemens/mechanical-assembler-1st-shift-0a7d96,external,Siemens,11913,muse.com,2024-04-19_13:12:05
Store Associate,15.69,19.00,$,[],2024-04-12T00:44:52Z,14302004,"[{'name': 'Manchester, CT'}]",[{'name': 'Retail'}],senior,https://www.themuse.com/jobs/cvshealth/store-associate-9ec740,external,CVS Health,12096,muse.com,2024-04-19_13:12:05
Operations Manager,17.00,29.00,$,[],2024-04-12T00:53:15Z,13766413,"[{'name': 'Norwood, MA'}]",[{'name': 'Retail'}],senior,https://www.themuse.com/jobs/cvshealth/operations-manager-26468d,external,CVS Health,12096,muse.com,2024-04-19_13:12:05
Sr. Systems Specialist - Smart Buildings / Automation - Cedar Rapids,_NOT_FOUND_,_NOT_FOUND_,_NOT_FOUND_,[],2023-05-03T23:45:16Z,11034620,"[{'name': 'Waterloo, IA'}]",[{'name': 'Design and UX'}],senior,https://www.themuse.com/jobs/siemens/sr-systems-specialist-smart-buildings-automation-cedar-rapids-8e652c,external,Siemens,11913,muse.com,2024-04-19_13:12:05
Shift Supervisor Trainee,16.00,18.50,$,[],2024-04-12T00:57:48Z,13085290,"[{'name': 'Augusta, GA'}]",[{'name': 'Human Resources and Recruitment'}],mid,https://www.themuse.com/jobs/cvshealth/shift-supervisor-trainee-02794d,external,CVS Health,12096,muse.com,2024-04-19_13:12:05
CA Staff Pharmacist FT,65.00,78.00,$,[],2024-04-12T00:53:14Z,13844902,"[{'name': 'Selma, CA'}]",[{'name': 'Healthcare'}],mid,https://www.themuse.com/jobs/cvshealth/ca-staff-pharmacist-ft-4d4820,external,CVS Health,12096,muse.com,2024-04-19_13:12:05
Pharmacy Technician,16.00,21.00,$,[],2024-04-12T00:53:13Z,13881211,"[{'name': 'Allen Park, MI'}]",[{'name': 'Healthcare'}],senior,https://www.themuse.com/jobs/cvshealth/pharmacy-technician-5f1104,external,CVS Health,12096,muse.com,2024-04-19_13:12:05
Store Associate,15.00,17.25,$,[],2024-04-12T00:55:42Z,13339067,"[{'name': 'Wildwood, FL'}]",[{'name': 'Retail'}],senior,https://www.themuse.com/jobs/cvshealth/store-associate-032ec1,external,CVS Health,12096,muse.com,2024-04-19_13:12:05
"Service Specialist / Technician (HVAC Controls) - Building Automation - New York, NY (Metro NYC)",_NOT_FOUND_,_NOT_FOUND_,_NOT_FOUND_,[],2023-05-13T23:33:38Z,11371161,"[{'name': 'Union, NJ'}]",[{'name': 'Education'}],mid,https://www.themuse.com/jobs/siemens/service-specialist-technician-hvac-controls-building-automation-new-york-ny-metro-nyc-8ee333,external,Siemens,11913,muse.com,2024-04-19_13:12:05
