job_title,min_salary,max_salary,currency,skills,publication_date,id,location,job_categories,experience,html_link,type,company_name,company_id,source,created
Business Developer - Metal Fabrication Industry,NOT_FOUND,NOT_FOUND,NOT_FOUND,[],2023-04-06T23:49:23Z,11139729,"[{'name': 'Chicago, IL'}]",[{'name': 'Sales'}],senior,https://www.themuse.com/jobs/siemens/business-developer-metal-fabrication-industry,external,Siemens,11913,muse.com,2024-03-18 11:13:19
pharmacy technician,16.00,21.00,$,[],2024-03-17T12:22:26Z,14302051,"[{'name': 'Exton, PA'}]",[{'name': 'Healthcare'}],senior,https://www.themuse.com/jobs/cvshealth/pharmacy-technician-3f2538,external,CVS Health,12096,muse.com,2024-03-18 11:13:19
Store Associate,15.69,19.00,$,[],2024-03-17T12:27:41Z,14148301,"[{'name': 'Danbury, CT'}]",[{'name': 'Retail'}],senior,https://www.themuse.com/jobs/cvshealth/store-associate-117d3f,external,CVS Health,12096,muse.com,2024-03-18 11:13:19
Pharmacy Technician,16.00,19.50,$,[],2024-03-17T12:22:27Z,14186818,"[{'name': 'Round Rock, TX'}]",[{'name': 'Healthcare'}],senior,https://www.themuse.com/jobs/cvshealth/pharmacy-technician-e4a8d6,external,CVS Health,12096,muse.com,2024-03-18 11:13:19
Store Associate,15.00,19.00,$,[],2024-03-17T12:50:30Z,12342718,"[{'name': 'Garden City, NY'}]",[{'name': 'Retail'}],senior,https://www.themuse.com/jobs/cvshealth/store-associate-246c00,external,CVS Health,12096,muse.com,2024-03-18 11:13:19
Store Associate,15.00,17.25,$,[],2024-03-17T12:50:30Z,12327605,"[{'name': 'Austin, TX'}]",[{'name': 'Retail'}],senior,https://www.themuse.com/jobs/cvshealth/store-associate-6e484a,external,CVS Health,12096,muse.com,2024-03-18 11:13:19
Pharmacy Intern - Grad,NOT_FOUND,NOT_FOUND,NOT_FOUND,[],2024-03-17T12:45:19Z,13188386,"[{'name': 'Sterling, VA'}]",[{'name': 'Healthcare'}],internship,https://www.themuse.com/jobs/cvshealth/pharmacy-intern-grad-6458b3,external,CVS Health,12096,muse.com,2024-03-18 11:13:19
Dist Suppt Pharmacist PT,60.00,73.00,$,[],2024-03-17T12:39:35Z,13668394,"[{'name': 'Doral, FL'}]",[{'name': 'Healthcare'}],mid,https://www.themuse.com/jobs/cvshealth/dist-suppt-pharmacist-pt-655ad9,external,CVS Health,12096,muse.com,2024-03-18 11:13:19
Junior Tester with Java,NOT_FOUND,NOT_FOUND,NOT_FOUND,[],2022-12-09T23:34:28Z,10548822,"[{'name': 'Žilina, Slovakia'}]",[{'name': 'Software Engineering'}],entry,https://www.themuse.com/jobs/siemens/junior-tester-with-java,external,Siemens,11913,muse.com,2024-03-18 11:13:19
IT Service Manager (w/m/d) Cloud Services,NOT_FOUND,NOT_FOUND,NOT_FOUND,[],2023-05-25T23:39:12Z,11434751,"[{'name': 'Erlangen, Germany'}]",[{'name': 'Computer and IT'}],senior,https://www.themuse.com/jobs/siemens/it-service-manager-wmd-cloud-services-781266,external,Siemens,11913,muse.com,2024-03-18 11:13:19
Werkstudent*in - Business Development,NOT_FOUND,NOT_FOUND,NOT_FOUND,[],2023-04-14T23:42:19Z,11135373,"[{'name': 'Hamburg, Germany'}]",[{'name': 'Sales'}],mid,https://www.themuse.com/jobs/siemens/werkstudentin-business-development-b51232,external,Siemens,11913,muse.com,2024-03-18 11:13:19
Public Sector Enterprise Sales Engineer ,NOT_FOUND,NOT_FOUND,NOT_FOUND,[],2024-03-14T23:06:54Z,14007825,[{'name': 'Flexible / Remote'}],[{'name': 'Software Engineering'}],senior,https://www.themuse.com/jobs/samsarainc/public-sector-enterprise-sales-engineer-f400c0,external,Samsara Inc.,15000209,muse.com,2024-03-18 11:13:19
GNC Engineer (Starship),NOT_FOUND,NOT_FOUND,NOT_FOUND,[],2024-03-06T23:05:21Z,14305063,"[{'name': 'Brownsville, TX'}]",[],mid,https://www.themuse.com/jobs/spacex/gnc-engineer-starship-bfbea5,external,SpaceX,15000190,muse.com,2024-03-18 11:13:19
SAP CS SD Techno Functional Expert,NOT_FOUND,NOT_FOUND,NOT_FOUND,[],2023-03-24T23:48:00Z,11082643,"[{'name': 'Cary, NC'}]",[{'name': 'Software Engineering'}],senior,https://www.themuse.com/jobs/siemens/sap-cs-sd-techno-functional-expert-7ce90a,external,Siemens,11913,muse.com,2024-03-18 11:13:19
Commercial Associate - For Profit Healthcare Group,NOT_FOUND,NOT_FOUND,NOT_FOUND,[],2024-02-09T23:31:46Z,13909941,"[{'name': 'Boston, MA'}, {'name': 'New York, NY'}]",[{'name': 'Healthcare'}],senior,https://www.themuse.com/jobs/bankofamerica/commercial-associate-for-profit-healthcare-group-b857b0,external,Bank of America,12145,muse.com,2024-03-18 11:13:19
Wealth Management Client Associate,NOT_FOUND,NOT_FOUND,NOT_FOUND,[],2024-03-15T23:30:22Z,14397361,"[{'name': 'Canton, OH'}]",[{'name': 'Management'}],mid,https://www.themuse.com/jobs/bankofamerica/wealth-management-client-associate-bc89ac,external,Bank of America,12145,muse.com,2024-03-18 11:13:19
Solution Architect (w/m/d) - OEM / Trucks & Busses,NOT_FOUND,NOT_FOUND,NOT_FOUND,[],2023-01-19T02:58:02Z,10634855,"[{'name': 'Frankfurt, Germany'}]",[{'name': 'Software Engineering'}],mid,https://www.themuse.com/jobs/siemens/solution-architect-wmd-oem-trucks-busses-8a4dc9,external,Siemens,11913,muse.com,2024-03-18 11:13:19
pharmacy technician,16.00,21.00,$,[],2024-03-17T12:47:57Z,12979725,"[{'name': 'Jupiter, FL'}]",[{'name': 'Healthcare'}],senior,https://www.themuse.com/jobs/cvshealth/pharmacy-technician-a2f3c2,external,CVS Health,12096,muse.com,2024-03-18 11:13:19
Velocity Sales Associate - Upstate New York,NOT_FOUND,NOT_FOUND,NOT_FOUND,[],2023-05-09T23:39:27Z,10970868,"[{'name': 'Buffalo, NY'}]",[{'name': 'Retail'}],mid,https://www.themuse.com/jobs/siemens/velocity-sales-associate-upstate-new-york-5c7732,external,Siemens,11913,muse.com,2024-03-18 11:13:19
Application Engineer Modeling & Simulation,NOT_FOUND,NOT_FOUND,NOT_FOUND,[],2023-04-14T23:42:19Z,11174143,"[{'name': 'Flexible / Remote'}, {'name': 'Plano, TX'}]",[{'name': 'Software Engineering'}],mid,https://www.themuse.com/jobs/siemens/application-engineer-modeling-simulation-7fd648,external,Siemens,11913,muse.com,2024-03-18 11:13:19
Pharmacy Technician,16.75,24.00,$,[],2024-03-17T12:22:27Z,14186756,"[{'name': 'Greenwich, CT'}]",[{'name': 'Healthcare'}],senior,https://www.themuse.com/jobs/cvshealth/pharmacy-technician-f791b7,external,CVS Health,12096,muse.com,2024-03-18 11:13:19
