job_title,min_salary,max_salary,currency,skills,publication_date,id,location,job_categories,experience,html_link,type,company_name,company_id,source,created
Sr. Application Development Engineer,"118,450.00","236,900.00",$,[],2024-03-17T12:32:18Z,13946919,"[{'name': 'Scottsdale, AZ'}]",[{'name': 'Software Engineering'}],senior,https://www.themuse.com/jobs/cvshealth/sr-application-development-engineer,external,CVS Health,12096,muse.com,2024-03-17 16:27:08
Store Associate,15.00,18.00,$,[],2024-03-17T12:15:37Z,14357487,"[{'name': 'Durham, NC'}]",[{'name': 'Retail'}],senior,https://www.themuse.com/jobs/cvshealth/store-associate-baefca,external,CVS Health,12096,muse.com,2024-03-17 16:27:08
Senior Project Manager EPS - Syracuse(NY),NOT_FOUND,NOT_FOUND,NOT_FOUND,[],2023-01-14T23:33:54Z,10369313,"[{'name': 'Syracuse, NY'}]",[{'name': 'Project Management'}],senior,https://www.themuse.com/jobs/siemens/senior-project-manager-eps-syracuseny,external,Siemens,11913,muse.com,2024-03-17 16:27:08
Pharmacy Technician,16.00,21.00,$,[],2024-03-17T12:27:41Z,14149046,"[{'name': 'Dallas, TX'}]",[{'name': 'Healthcare'}],senior,https://www.themuse.com/jobs/cvshealth/pharmacy-technician-1a9817,external,CVS Health,12096,muse.com,2024-03-17 16:27:08
Operations Manager,17.00,25.50,$,[],2024-03-17T12:47:59Z,12629147,"[{'name': 'East Lansing, MI'}]",[{'name': 'Retail'}],senior,https://www.themuse.com/jobs/cvshealth/operations-manager-9087db,external,CVS Health,12096,muse.com,2024-03-17 16:27:08
Abschlussarbeit (Bachelor) im Bereich industrielle Kommunikation - OPC UA - strukturierte Daten bis in die Cloud,NOT_FOUND,NOT_FOUND,NOT_FOUND,[],2023-01-16T23:32:31Z,10619530,"[{'name': 'Erlangen, Germany'}]",[{'name': 'Unknown'}],mid,https://www.themuse.com/jobs/siemens/abschlussarbeit-bachelor-im-bereich-industrielle-kommunikation-opc-ua-strukturierte-daten-bis-in-die-cloud-079a1c,external,Siemens,11913,muse.com,2024-03-17 16:27:08
"Manager, Tax",NOT_FOUND,NOT_FOUND,NOT_FOUND,[],2024-03-14T23:06:34Z,14305166,"[{'name': 'New York, NY'}]",[{'name': 'Accounting and Finance'}],senior,https://www.themuse.com/jobs/celonis/manager-tax,external,Celonis,15000205,muse.com,2024-03-17 16:27:08
"DoD SkillBridge Internship - Technician/Specialist - Salt Lake City, UT",NOT_FOUND,NOT_FOUND,NOT_FOUND,[],2023-05-13T23:33:38Z,11371281,"[{'name': 'Cadillac, MI'}]",[{'name': 'Data and Analytics'}],internship,https://www.themuse.com/jobs/siemens/dod-skillbridge-internship-technicianspecialist-salt-lake-city-ut-a6b8c0,external,Siemens,11913,muse.com,2024-03-17 16:27:08
Store Associate,15.00,19.00,$,[],2024-03-17T12:47:58Z,12829448,"[{'name': 'Norwood, MA'}]",[{'name': 'Retail'}],senior,https://www.themuse.com/jobs/cvshealth/store-associate-35f8b2,external,CVS Health,12096,muse.com,2024-03-17 16:27:08
Shift Supervisor Trainee,16.00,22.00,$,[],2024-03-17T12:42:26Z,13539656,"[{'name': 'Manhattan, NY'}]",[{'name': 'Human Resources and Recruitment'}],mid,https://www.themuse.com/jobs/cvshealth/shift-supervisor-trainee-5defac,external,CVS Health,12096,muse.com,2024-03-17 16:27:08
