jobId,employerId,employerName,employerProfileId,employerProfileName,jobTitle,locationName,minimumSalary,maximumSalary,currency,expirationDate,date,jobDescription,applications,jobUrl
52330862,182165,Douglas Scott Legal Recruitment ,,,Private Client Legal Secretary/PA,RH11BG,26000.0,30000.0,GBP,25/03/2024,18/03/2024,"Overview of the vacancy The prime role of the PA/Legal Secretary is to provide direct support to the fee earners in the Private Client team to enable them to operate at optimum efficiency.&nbsp; This will include, but will not be limited to, the main responsibilities given below. &nbsp;At PA level you will be expected to use a high degree of self-management and initiative. Job description To work for the Private Client solicitors/fee earners in ... ",0,https://www.reed.co.uk/jobs/private-client-legal-secretary-pa/52330862
52330863,575264,Reed,,,HR Advisor,DA11DT,30000.0,40000.0,GBP,19/04/2024,18/03/2024,"Job Opportunity: Standalone HR Advisor Location: Kent&nbsp; Position Type: Full-time About My client: My client is a leading logistics company specializing in supply chain management, transportation, and distribution services. They pride themselves on efficiency, reliability, and fostering a positive work environment. Role Overview: As a Standalone HR Advisor, you will play a crucial role in supporting our employees and ensuring smooth HR operat... ",0,https://www.reed.co.uk/jobs/hr-advisor/52330863
52330861,116217,Financial Divisions,,,IFA ADMINISTRATOR (Part time opportunity in wealth management)- (Remote) - c £35k pro rata-3 days,London,30000.0,35000.0,GBP,30/04/2024,18/03/2024,Are you an experienced IFA Administration keen to secure an exciting part time role with an opportunity to further learn and broaden your skills even further whilst working in the comfort of your own home? Opportunity Highlights ** Work alongside an experienced Paraplanner supporting an established and highly knowledgeable Chartered Financial Planner with over 20 years industry experience. ** Clients are Professionals approaching retirement age ... ,0,https://www.reed.co.uk/jobs/ifa-administrator-part-time-opportunity-in-wealth-management-remote-c-35k-pro-rata-3-days/52330861
52330860,575264,Reed,,,HR Advisor,DA11DT,30000.0,40000.0,GBP,19/04/2024,18/03/2024,"Job Opportunity: Standalone HR Advisor Location: Kent&nbsp; Position Type: Full-time About My client: My client is a leading logistics company specializing in supply chain management, transportation, and distribution services. They pride themselves on efficiency, reliability, and fostering a positive work environment. Role Overview: As a Standalone HR Advisor, you will play a crucial role in supporting our employees and ensuring smooth HR operat... ",0,https://www.reed.co.uk/jobs/hr-advisor/52330860
52314000,438858,Harbourne Associates,,,Senior Stylist / Hairdresser,RG402BT,21000.0,27000.0,GBP,26/04/2024,14/03/2024,"**Join Our Team - Senior Stylist / Hairdresser - Leading .Premium Salon Chain, Wokingham** Our client, a leading premium name in the professional hairdressing industry, is on the lookout for a dynamic Senior Stylist to join their elite team. This is your chance to be part of an award-winning company with 8 premium salons across the Southeast and exciting plans for expansion! As a Senior Stylist, you'll play a key role in ensuring every client en... ",0,https://www.reed.co.uk/jobs/senior-stylist-hairdresser/52314000
51715242,428526,Starting Point Recruitment,,,Recruitment Consultant,Walsall,28000.0,32000.0,GBP,28/06/2024,30/11/2023,"Recruitment Consultant Are you a people person with a natural ability to match the right candidate with the perfect job? We want you on our team! Due to continued expansion, Starting Point Recruitment is looking for a Recruitment Consultant to join the team and help us source, screen and select candidates for open opportunities in the West Midlands and beyond. The opportunity will be full-time, based in the centre of Walsall. The location is eas... ",32,https://www.reed.co.uk/jobs/recruitment-consultant/51715242
51755729,428526,Starting Point Recruitment,,,Lifeguard,Wolverhampton,11.59,11.59,GBP,28/06/2024,06/12/2023,SPR are proud to be working with a public sector client to recruit for a temporary Lifeguard based in Wolverhampton on an AD-HOC basis. The role of Lifeguard includes ensuring the safety of all users in and around the pool area by meeting training and qualification requirements and adhering to lifeguard standards. To always maintain the facility to a high standard of cleanliness and hygiene. Working Instructions: Hours: AD-HOC Pay Rate: 11.59 pe... ,17,https://www.reed.co.uk/jobs/lifeguard/51755729
51755833,428526,Starting Point Recruitment,,,Adult Social Worker,Birmingham,24.0,28.0,GBP,28/06/2024,06/12/2023,"SPR are proud to be working alongside a public sector client to recruit for a temporary Adult Social Worker based in the Birmingham area. Working Instructions: Hours: 37 hours per week, unsociable hours may be required Pay Rate: 24 - 28 p/h (to be agreed) Location: Located in the Birmingham Area – Hybrid working Essential Criteria: Enhanced DBS – Adult’s – (Update Service) Experience working with people with Learning Disabilities/Autism. Knowled... ",52,https://www.reed.co.uk/jobs/adult-social-worker/51755833
51755855,428526,Starting Point Recruitment,,,Children's Social Worker,Birmingham,30.57,33.3,GBP,28/06/2024,06/12/2023,SPR are proud to be working alongside a public sector client to recruit for a temporary Children’s Social Worker based in the Birmingham Area. Working Instructions: Hours: Full Time – (flexible where needed) Pay Rate: 30.57 - 33.30 per hour Location: Hybrid working / based in the Birmingham area Essential Criteria: Enhanced DBS – Children’s and Adult’s– Update Service Must have clean driver’s license with access to own vehicle Understand relevan... ,38,https://www.reed.co.uk/jobs/childrens-social-worker/51755855
51872542,428526,Starting Point Recruitment,,,Recruitment Consultant,Walsall,28000.0,32000.0,GBP,27/06/2024,03/01/2024,"Recruitment Consultant Are you a people person with a natural ability to match the right candidate with the perfect job? We want you on our team! Due to continued expansion, Starting Point Recruitment is looking for a Recruitment Consultant to join the team and help us source, screen and select candidates for open opportunities in the West Midlands and beyond. The opportunity will be full-time, based in the centre of Walsall. The location is eas... ",38,https://www.reed.co.uk/jobs/recruitment-consultant/51872542
51883530,428526,Starting Point Recruitment,,,Adult Social Worker,Birmingham,24.0,28.0,GBP,07/06/2024,04/01/2024,"SPR are proud to be working alongside a public sector client to recruit for a temporary Adult Social Worker based in the Birmingham area. Working Instructions: Hours: 37 hours per week, unsociable hours may be required Pay Rate: 24 - 28 p/h (to be agreed) Location: Located in the Birmingham Area – Hybrid working Essential Criteria: Enhanced DBS – Adult’s – (Update Service) Experience working with people with Learning Disabilities/Autism. Knowled... ",44,https://www.reed.co.uk/jobs/adult-social-worker/51883530
51883531,428526,Starting Point Recruitment,,,Children's Social Worker,Birmingham,30.57,33.3,GBP,07/06/2024,04/01/2024,SPR are proud to be working alongside a public sector client to recruit for a temporary Children’s Social Worker based in the Birmingham Area. Working Instructions: Hours: Full Time – (flexible where needed) Pay Rate: 30.57 - 33.30 per hour Location: Hybrid working / based in the Birmingham area Essential Criteria: Enhanced DBS – Children’s and Adult’s– Update Service Must have clean driver’s license with access to own vehicle Understand relevan... ,23,https://www.reed.co.uk/jobs/childrens-social-worker/51883531
51904583,428526,Starting Point Recruitment,,,Lifeguard,Wolverhampton,11.59,11.59,GBP,11/06/2024,08/01/2024,SPR are proud to be working with a public sector client to recruit for a temporary Lifeguard based in Wolverhampton on an AD-HOC basis. The role of Lifeguard includes ensuring the safety of all users in and around the pool area by meeting training and qualification requirements and adhering to lifeguard standards. To always maintain the facility to a high standard of cleanliness and hygiene. Working Instructions: Hours: AD-HOC Pay Rate: 11.59 pe... ,13,https://www.reed.co.uk/jobs/lifeguard/51904583
52053738,428526,Starting Point Recruitment,,,Catering Assistant,Birmingham,,,,05/07/2024,01/02/2024,"SPR are currently recruiting&nbsp; Catering Assistants within the Erdington area. SPR are currently recruiting for our client withing the Birmingham area, and seeking passionate Catering Assistants , to join them in delivering an unbeatable pupil journey! Essential Requirements: Enhanced DBS – Children’s Relevant experience is preferable Position Overview: &nbsp;You will be responsible for providing a professional catering service, ensuring all ... ",69,https://www.reed.co.uk/jobs/catering-assistant/52053738
52053753,428526,Starting Point Recruitment,,,Catering Supervisor,Birmingham,,,,05/07/2024,01/02/2024,"SPR are currently recruiting&nbsp; Catering Supervisors within the Erdington area. SPR are currently recruiting for our client withing the Birmingham area, and seeking passionate Catering Supervisors , to join them in delivering an unbeatable pupil journey! Essential Requirements: Enhanced DBS – Children’s Relevant experience is preferable Position Overview: &nbsp;You will be supporting the Chef Manager and cover in their absence with organising... ",19,https://www.reed.co.uk/jobs/catering-supervisor/52053753
52167031,428526,Starting Point Recruitment,,,Senior Social Worker Duty and Assessment,Worcester,30.57,30.57,GBP,12/06/2024,20/02/2024,"SPR are proud to be working with a public sector client to recruit for a Senior Social Worker within Duty and Assessment. Working Instructions:&nbsp; Pay Rate: 30.57 per hour&nbsp; Location: Worcester&nbsp; Hours : 9am – 5:30pm, 37 hours per week, Hybrid Working. Essential Requirements:&nbsp; Enhanced DBS – Children&nbsp; Social Work England registered&nbsp; Driver's license with access to own vehicle&nbsp; 2 years' experience &nbsp; Role and Re... ",3,https://www.reed.co.uk/jobs/senior-social-worker-duty-and-assessment/52167031
52200263,428526,Starting Point Recruitment,,,Car Park Attendant,Liverpool,11.82,11.82,GBP,18/06/2024,26/02/2024,"SPR are proud to be recruiting for a Car Park Attendant for our esteemed client, with positions available in the vibrant Liverpool area, this will be on a Temporary assignment. Location : Liverpool, L2 Rate : 11.82p/h Working Hours : Shift basis Key Responsibilities To ensure the efficient and effective operation city wide of the clients Pay &amp; Display parking, off street parking (including multi storey and Pay on Foot car parks) within the d... ",18,https://www.reed.co.uk/jobs/car-park-attendant/52200263
