source_id,job_title_name,experience_level,published,salary_min,salary_max,joboffer_url,currency_symbol,location_country,job_site,skills,categories,data_source_name
52353372,Maths Teacher,Medium,2024-03-21,155,225,https://www.reed.co.uk/jobs/maths-teacher/52353372,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52353309,Quantity Surveyor - Social Housing,Medium,2024-03-21,50000,70000,https://www.reed.co.uk/jobs/quantity-surveyor-social-housing/52353309,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52178471,Compliance Manager - St Albans - Hybrid - L500,Medium,2024-02-22,60000,70000,https://www.reed.co.uk/jobs/compliance-manager-st-albans-hybrid-l500/52178471,GBP,United Kingdom,hybrid,['_NOTFOUND_'],['manager'],reed
52353243,Panel Beater,Medium,2024-03-21,45000,60000,https://www.reed.co.uk/jobs/panel-beater/52353243,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52353208,Learning Support Worker,Medium,2024-03-21,13,15,https://www.reed.co.uk/jobs/learning-support-worker/52353208,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52353191,Transport Coordinator,Medium,2024-03-21,28000,33000,https://www.reed.co.uk/jobs/transport-coordinator/52353191,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data administrator'],reed
52353183,Full Stack Software Engineer,Medium,2024-03-21,45000,55000,https://www.reed.co.uk/jobs/full-stack-software-engineer/52353183,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data engineer'],reed
52353179,SEN Learning Support,Medium,2024-03-21,13,14,https://www.reed.co.uk/jobs/sen-learning-support/52353179,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52353152,Year 4 Primary Teacher,Medium,2024-03-21,34514,49353,https://www.reed.co.uk/jobs/year-4-primary-teacher/52353152,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52353134,Vehicle Technician - Isuzu,Medium,2024-03-21,14,15,https://www.reed.co.uk/jobs/vehicle-technician-isuzu/52353134,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52353130,SEN Nursery Assistant,Medium,2024-03-21,85,90,https://www.reed.co.uk/jobs/sen-nursery-assistant/52353130,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['database administrator'],reed
52353010,Teaching Assistant,Medium,2024-03-21,90,110,https://www.reed.co.uk/jobs/teaching-assistant/52353010,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['database administrator'],reed
52352978,Teaching Assistant,Medium,2024-03-21,90,110,https://www.reed.co.uk/jobs/teaching-assistant/52352978,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['database administrator'],reed
52352269,"Geography graduate teaching assistant, Barnet",Medium,2024-03-20,100,110,https://www.reed.co.uk/jobs/geography-graduate-teaching-assistant-barnet/52352269,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['database administrator'],reed
52352125,Utility Surveyor,Medium,2024-03-20,27000,45000,https://www.reed.co.uk/jobs/utility-surveyor/52352125,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52352060,Sales Manager - 100K OTE. Automotive Main Dealer,Medium,2024-03-20,80000,100000,https://www.reed.co.uk/jobs/sales-manager-100k-ote-automotive-main-dealer/52352060,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['manager'],reed
52351816,General Manager - 125K OTE. Automotive Main Dealer,Medium,2024-03-20,100000,125000,https://www.reed.co.uk/jobs/general-manager-125k-ote-automotive-main-dealer/52351816,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['manager'],reed
52351776,Design Manager,Medium,2024-03-20,45000,65000,https://www.reed.co.uk/jobs/design-manager/52351776,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['manager'],reed
52351746,ERP sales,Medium,2024-03-20,30000,45000,https://www.reed.co.uk/jobs/erp-sales/52351746,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52351727,Senior IT Support Engineer,Senior,2024-03-20,35000,42000,https://www.reed.co.uk/jobs/senior-it-support-engineer/52351727,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data engineer'],reed
52351695,PHP Developer,Medium,2024-03-20,50000,70000,https://www.reed.co.uk/jobs/php-developer/52351695,GBP,United Kingdom,_notfound_,['AWS'],['data engineer'],reed
49882874,Financial Advisor,Medium,2023-02-26,100000,150000,https://www.reed.co.uk/jobs/financial-advisor/49882874,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
49882872,Financial Advisor,Medium,2023-02-26,100000,150000,https://www.reed.co.uk/jobs/financial-advisor/49882872,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52351570,Project Planner - Power upgrades,Medium,2024-03-20,60000,65000,https://www.reed.co.uk/jobs/project-planner-power-upgrades/52351570,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52101949,Payroll Administrator,Medium,2024-02-08,29000,32000,https://www.reed.co.uk/jobs/payroll-administrator/52101949,GBP,United Kingdom,hybrid,['_NOTFOUND_'],['data administrator'],reed
51383545,Financial Advisor,Medium,2023-10-06,100000,150000,https://www.reed.co.uk/jobs/financial-advisor/51383545,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52351445,Internal Business Development Manager,Medium,2024-03-20,28000,35000,https://www.reed.co.uk/jobs/internal-business-development-manager/52351445,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['manager'],reed
52351411,Head of Heath and Safety,Senior,2024-03-20,30,35,https://www.reed.co.uk/jobs/head-of-heath-and-safety/52351411,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['manager'],reed
52281401,Payroll Administrator,Medium,2024-03-08,14,16,https://www.reed.co.uk/jobs/payroll-administrator/52281401,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data administrator'],reed
52351384,Head of Health and Safety,Senior,2024-03-20,30,35,https://www.reed.co.uk/jobs/head-of-health-and-safety/52351384,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['manager'],reed
52351245,Cleaner,Medium,2024-03-20,12,12,https://www.reed.co.uk/jobs/cleaner/52351245,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52351051,Construction & Plant Tutor/Assessor,Medium,2024-03-20,30000,35000,https://www.reed.co.uk/jobs/construction-plant-tutor-assessor/52351051,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52350709,Behaviour Support Assistant,Medium,2024-03-20,70,100,https://www.reed.co.uk/jobs/behaviour-support-assistant/52350709,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['database administrator'],reed
52350414,Multi Skilled Tradesperson,Medium,2024-03-20,22000,32000,https://www.reed.co.uk/jobs/multi-skilled-tradesperson/52350414,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52350402,Qualified Social Worker - Intervention and Planning Childrens,Medium,2024-03-20,49938,54019,https://www.reed.co.uk/jobs/qualified-social-worker-intervention-and-planning-childrens/52350402,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52350369,Financial Controller,Medium,2024-03-20,65000,75000,https://www.reed.co.uk/jobs/financial-controller/52350369,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52350212,Refrigeration Engineer,Medium,2024-03-20,32000,40000,https://www.reed.co.uk/jobs/refrigeration-engineer/52350212,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data engineer'],reed
52349933,Field Sales Executive Fundraiser,Medium,2024-03-20,21000,44000,https://www.reed.co.uk/jobs/field-sales-executive-fundraiser/52349933,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data administrator'],reed
52349555,3rd Line Engineer,Medium,2024-03-20,40000,45000,https://www.reed.co.uk/jobs/3rd-line-engineer/52349555,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data engineer'],reed
52349435,Project Manager Audio/Visual,Medium,2024-03-20,40000,55000,https://www.reed.co.uk/jobs/project-manager-audio-visual/52349435,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['manager'],reed
52349062,Assistant Management Accountant,Medium,2024-03-20,30000,35000,https://www.reed.co.uk/jobs/assistant-management-accountant/52349062,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['database administrator'],reed
52349014,Accounts Assistant,Medium,2024-03-20,23000,25000,https://www.reed.co.uk/jobs/accounts-assistant/52349014,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['database administrator'],reed
52348875,Sales Advisor - Interview Open Day Tuesday 26th March,Medium,2024-03-20,21700,35000,https://www.reed.co.uk/jobs/sales-advisor-interview-open-day-tuesday-26th-march/52348875,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52348606,Sales Administrator Executive,Medium,2024-03-20,26000,32000,https://www.reed.co.uk/jobs/sales-administrator-executive/52348606,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data administrator'],reed
52348607,Sales Administrator Executive,Medium,2024-03-20,26000,32000,https://www.reed.co.uk/jobs/sales-administrator-executive/52348607,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data administrator'],reed
52348608,Sales Administrator Executive,Medium,2024-03-20,26000,32000,https://www.reed.co.uk/jobs/sales-administrator-executive/52348608,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data administrator'],reed
50720629,Mortgage and Protection Advisor,Medium,2023-06-28,40000,50000,https://www.reed.co.uk/jobs/mortgage-and-protection-advisor/50720629,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data administrator'],reed
49258924,Business Development Executive,Medium,2022-12-16,25000,30000,https://www.reed.co.uk/jobs/business-development-executive/49258924,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data administrator'],reed
52348248,Sales Executive,Medium,2024-03-20,40000,40000,https://www.reed.co.uk/jobs/sales-executive/52348248,GBP,United Kingdom,hybrid,['_NOTFOUND_'],['data administrator'],reed
52348215,Vehicle Technician / Mechanic - Toyota. Level 3. £55K OTE,Medium,2024-03-20,55000,55000,https://www.reed.co.uk/jobs/vehicle-technician-mechanic-toyota-level-3-55k-ote/52348215,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52348158,Financial Services Operations Support (Remote),Medium,2024-03-20,25000,28000,https://www.reed.co.uk/jobs/financial-services-operations-support-remote/52348158,GBP,United Kingdom,remote,['_NOTFOUND_'],['Other'],reed
52348109,Vehicle Technician / Mechanic - Toyota. Level 2/3. £55K OTE,Medium,2024-03-20,55000,55000,https://www.reed.co.uk/jobs/vehicle-technician-mechanic-toyota-level-2-3-55k-ote/52348109,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52348052,Customer Panel Facilitator,Medium,2024-03-20,11,11,https://www.reed.co.uk/jobs/customer-panel-facilitator/52348052,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52348008,Product Testing Coordinator/Scheduler,Medium,2024-03-20,13,13,https://www.reed.co.uk/jobs/product-testing-coordinator-scheduler/52348008,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52347990,Senior Quantity Surveyor,Senior,2024-03-20,68000,750000,https://www.reed.co.uk/jobs/senior-quantity-surveyor/52347990,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52347980,Business Support Assistant / Team Administrator,Medium,2024-03-20,30000,35000,https://www.reed.co.uk/jobs/business-support-assistant-team-administrator/52347980,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['database administrator'],reed
52347725,Trainee Tyre Fitter,Junior,2024-03-20,26000,32000,https://www.reed.co.uk/jobs/trainee-tyre-fitter/52347725,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52347715,Trainee Tyre Fitter,Junior,2024-03-20,26000,32000,https://www.reed.co.uk/jobs/trainee-tyre-fitter/52347715,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52347707,Trainee Tyre Fitter,Junior,2024-03-20,26000,32000,https://www.reed.co.uk/jobs/trainee-tyre-fitter/52347707,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52347649,Sales Executive,Medium,2024-03-20,28000,32000,https://www.reed.co.uk/jobs/sales-executive/52347649,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data administrator'],reed
52347593,Fire Alarm Engineer,Medium,2024-03-20,35000,40000,https://www.reed.co.uk/jobs/fire-alarm-engineer/52347593,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data engineer'],reed
52347553,Junior Finance Manager,Junior,2024-03-20,45000,50000,https://www.reed.co.uk/jobs/junior-finance-manager/52347553,GBP,United Kingdom,"hybrid, remote",['_NOTFOUND_'],['manager'],reed
52347536,"Systems Engineer, Office 365, Azure, Networking COR5480",Medium,2024-03-20,35000,45000,https://www.reed.co.uk/jobs/systems-engineer-office-365-azure-networking-cor5480/52347536,GBP,United Kingdom,_notfound_,['Azure'],['data engineer'],reed
52347357,Executive Assistant,Medium,2024-03-20,50000,55000,https://www.reed.co.uk/jobs/executive-assistant/52347357,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data administrator'],reed
52347207,Cleaner,Medium,2024-03-20,12,12,https://www.reed.co.uk/jobs/cleaner/52347207,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52347183,Senior Financial Accountant,Senior,2024-03-20,55000,60000,https://www.reed.co.uk/jobs/senior-financial-accountant/52347183,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52347166,Product Analyst,Medium,2024-03-20,28000,33000,https://www.reed.co.uk/jobs/product-analyst/52347166,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data analyst'],reed
52347140,Senior Sales Manager,Senior,2024-03-20,27000,55000,https://www.reed.co.uk/jobs/senior-sales-manager/52347140,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['manager'],reed
52347019,Admin Team Leader CTC Required,Medium,2024-03-20,13,13,https://www.reed.co.uk/jobs/admin-team-leader-ctc-required/52347019,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data administrator'],reed
52346996,Service Desk Administrator,Medium,2024-03-20,28000,28000,https://www.reed.co.uk/jobs/service-desk-administrator/52346996,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data administrator'],reed
52346958,Business Assurance Analyst,Medium,2024-03-20,60000,70000,https://www.reed.co.uk/jobs/business-assurance-analyst/52346958,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data analyst'],reed
52346791,Group Insurance Manager,Medium,2024-03-20,40000,80000,https://www.reed.co.uk/jobs/group-insurance-manager/52346791,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['manager'],reed
52346513,SEND Teaching Assistant,Medium,2024-03-20,80,135,https://www.reed.co.uk/jobs/send-teaching-assistant/52346513,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['database administrator'],reed
52346415,Scaffolder,Medium,2024-03-20,28,28,https://www.reed.co.uk/jobs/scaffolder/52346415,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52346314,Teaching Assistant,Medium,2024-03-20,55,85,https://www.reed.co.uk/jobs/teaching-assistant/52346314,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['database administrator'],reed
52345985,Senior Property Litigation Solicitor,Senior,2024-03-20,65000,85000,https://www.reed.co.uk/jobs/senior-property-litigation-solicitor/52345985,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52345811,Science Teacher,Medium,2024-03-20,31350,50000,https://www.reed.co.uk/jobs/science-teacher/52345811,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data scientist'],reed
52345126,Host/Receptionist-ASAP Start,Medium,2024-03-19,11,12,https://www.reed.co.uk/jobs/host-receptionist-asap-start/52345126,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52344645,2nd Line IT Support Engineer,Medium,2024-03-19,25000,35000,https://www.reed.co.uk/jobs/2nd-line-it-support-engineer/52344645,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data engineer'],reed
52344596,Care Assistant,Medium,2024-03-19,22000,28500,https://www.reed.co.uk/jobs/care-assistant/52344596,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['database administrator'],reed
52344577,Service Desk Administrator,Medium,2024-03-19,25000,28000,https://www.reed.co.uk/jobs/service-desk-administrator/52344577,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data administrator'],reed
52344524,Accounts Assistant,Medium,2024-03-19,24000,27000,https://www.reed.co.uk/jobs/accounts-assistant/52344524,GBP,United Kingdom,_notfound_,['Excel'],['database administrator'],reed
52344415,Assistant Electrical Project Manager,Medium,2024-03-19,38000,45000,https://www.reed.co.uk/jobs/assistant-electrical-project-manager/52344415,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['database administrator'],reed
52344395,Operations Administrator,Medium,2024-03-19,25000,27000,https://www.reed.co.uk/jobs/operations-administrator/52344395,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data administrator'],reed
52344233,Maintenance Electrician Mon-Fri Double Days,Medium,2024-03-19,46000,50000,https://www.reed.co.uk/jobs/maintenance-electrician-mon-fri-double-days/52344233,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52344064,"MS Dynamics 365 BC Support Consultant £45,000",Medium,2024-03-19,35000,45000,https://www.reed.co.uk/jobs/ms-dynamics-365-bc-support-consultant-45000/52344064,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data analyst'],reed
52344054,Site Technician & Minibus driver- Schools- Maintenance,Medium,2024-03-19,25000,26000,https://www.reed.co.uk/jobs/site-technician-minibus-driver-schools-maintenance/52344054,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52344050,Service Advisor,Medium,2024-03-19,25500,31500,https://www.reed.co.uk/jobs/service-advisor/52344050,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52344000,Underwriter/Senior Underwriter,Senior,2024-03-19,40000,60000,https://www.reed.co.uk/jobs/underwriter-senior-underwriter/52344000,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52343876,Service Desk Administrator,Medium,2024-03-19,25000,28000,https://www.reed.co.uk/jobs/service-desk-administrator/52343876,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data administrator'],reed
52343825,Head of Music,Senior,2024-03-19,35000,65000,https://www.reed.co.uk/jobs/head-of-music/52343825,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['manager'],reed
52343679,Sales Executive - £45k OTE!,Medium,2024-03-19,25000,30000,https://www.reed.co.uk/jobs/sales-executive-45k-ote/52343679,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data administrator'],reed
52343647,Maintenance Surveyor,Medium,2024-03-19,27,27,https://www.reed.co.uk/jobs/maintenance-surveyor/52343647,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52323341,Graduate Business Development Executive,Medium,2024-03-15,30000,30000,https://www.reed.co.uk/jobs/graduate-business-development-executive/52323341,GBP,United Kingdom,hybrid,['_NOTFOUND_'],['data administrator'],reed
52323342,Graduate Business Development Executive,Medium,2024-03-15,30000,30000,https://www.reed.co.uk/jobs/graduate-business-development-executive/52323342,GBP,United Kingdom,hybrid,['_NOTFOUND_'],['data administrator'],reed
52323339,Graduate Business Development Executive,Medium,2024-03-15,30000,30000,https://www.reed.co.uk/jobs/graduate-business-development-executive/52323339,GBP,United Kingdom,hybrid,['_NOTFOUND_'],['data administrator'],reed
52323340,Graduate Business Development Executive,Medium,2024-03-15,30000,30000,https://www.reed.co.uk/jobs/graduate-business-development-executive/52323340,GBP,United Kingdom,hybrid,['_NOTFOUND_'],['data administrator'],reed
52343383,IT Systems Engineer,Medium,2024-03-19,40000,45000,https://www.reed.co.uk/jobs/it-systems-engineer/52343383,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data engineer'],reed
52343270,Accounts Payable Assistant,Medium,2024-03-19,25000,30000,https://www.reed.co.uk/jobs/accounts-payable-assistant/52343270,GBP,United Kingdom,remote,['_NOTFOUND_'],['database administrator'],reed
52322546,Grounds Maintenance Operative,Medium,2024-03-15,11,11,https://www.reed.co.uk/jobs/grounds-maintenance-operative/52322546,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52342921,Research Scientist - Metals Industry,Medium,2024-03-19,45000,50000,https://www.reed.co.uk/jobs/research-scientist-metals-industry/52342921,GBP,United Kingdom,"hybrid, remote",['agile'],['data scientist'],reed
52342734,Category Manager - Indirect £60k,Medium,2024-03-19,50000,60000,https://www.reed.co.uk/jobs/category-manager-indirect-60k/52342734,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['manager'],reed
52342711,Service Technician,Medium,2024-03-19,25000,29500,https://www.reed.co.uk/jobs/service-technician/52342711,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52342669,Support Worker,Medium,2024-03-19,88,94,https://www.reed.co.uk/jobs/support-worker/52342669,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52342467,Teacher of Computing,Medium,2024-03-19,160,230,https://www.reed.co.uk/jobs/teacher-of-computing/52342467,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52342380,Psychiatry Senior House Officer Required for a Great Opportunity!!!,Senior,2024-03-19,45,55,https://www.reed.co.uk/jobs/psychiatry-senior-house-officer-required-for-a-great-opportunity/52342380,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data administrator'],reed
52342316,Fire and Security Service Engineer,Medium,2024-03-19,28000,42000,https://www.reed.co.uk/jobs/fire-and-security-service-engineer/52342316,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data engineer'],reed
52342183,Service Advisor,Medium,2024-03-19,24000,26000,https://www.reed.co.uk/jobs/service-advisor/52342183,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52342145,Structural Investigation Project Manager,Medium,2024-03-19,40000,50000,https://www.reed.co.uk/jobs/structural-investigation-project-manager/52342145,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['manager'],reed
52342004,Account Manager - Sales,Medium,2024-03-19,26000,28000,https://www.reed.co.uk/jobs/account-manager-sales/52342004,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['manager'],reed
52341886,Electrician,Medium,2024-03-19,40000,40000,https://www.reed.co.uk/jobs/electrician/52341886,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52341875,Fabric Operative,Medium,2024-03-19,40000,40000,https://www.reed.co.uk/jobs/fabric-operative/52341875,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52341861,AC Engineer,Medium,2024-03-19,40000,40000,https://www.reed.co.uk/jobs/ac-engineer/52341861,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data engineer'],reed
52341836,Service Technician,Medium,2024-03-19,24000,30000,https://www.reed.co.uk/jobs/service-technician/52341836,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52341744,Fire Door / Compartmentation  Surveyor,Medium,2024-03-19,35000,45000,https://www.reed.co.uk/jobs/fire-door-compartmentation-surveyor/52341744,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52341305,Data Analyst,Medium,2024-03-19,35000,45000,https://www.reed.co.uk/jobs/data-analyst/52341305,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data analyst'],reed
52341298,Sales Representative,Medium,2024-03-19,30000,35000,https://www.reed.co.uk/jobs/sales-representative/52341298,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52341273,Service Advisor,Medium,2024-03-19,30000,32000,https://www.reed.co.uk/jobs/service-advisor/52341273,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52341270,Assistant Service Manager,Medium,2024-03-19,27154,27154,https://www.reed.co.uk/jobs/assistant-service-manager/52341270,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['database administrator'],reed
52341258,Diagnostic Technician,Medium,2024-03-19,40000,45000,https://www.reed.co.uk/jobs/diagnostic-technician/52341258,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52341250,Vehicle Technician,Medium,2024-03-19,40000,42000,https://www.reed.co.uk/jobs/vehicle-technician/52341250,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52341153,Business Development Manager,Medium,2024-03-19,42000,45000,https://www.reed.co.uk/jobs/business-development-manager/52341153,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['manager'],reed
52341076,Trainee Property Manager,Junior,2024-03-19,22000,25000,https://www.reed.co.uk/jobs/trainee-property-manager/52341076,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['manager'],reed
52341020,Field Sales Manager,Medium,2024-03-19,30000,40000,https://www.reed.co.uk/jobs/field-sales-manager/52341020,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['manager'],reed
52340999,MRI Lead Radiographer - Private Hospital,Senior,2024-03-19,48000,52000,https://www.reed.co.uk/jobs/mri-lead-radiographer-private-hospital/52340999,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52340995,Credit Controller,Medium,2024-03-19,30000,31500,https://www.reed.co.uk/jobs/credit-controller/52340995,GBP,United Kingdom,hybrid,['_NOTFOUND_'],['Other'],reed
52340992,CT Lead Radiographer - Private Diagnostic Service,Senior,2024-03-19,48000,52000,https://www.reed.co.uk/jobs/ct-lead-radiographer-private-diagnostic-service/52340992,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52340906,HR Officer,Medium,2024-03-19,26000,28000,https://www.reed.co.uk/jobs/hr-officer/52340906,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['data administrator'],reed
52340845,Second Charge Advisor,Medium,2024-03-19,30000,45000,https://www.reed.co.uk/jobs/second-charge-advisor/52340845,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52340806,Mortgage Advisor - CeMap qualified,Medium,2024-03-19,30000,40000,https://www.reed.co.uk/jobs/mortgage-advisor-cemap-qualified/52340806,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52340761,Temporary Email based Customer Service 6 -10 weeks,Medium,2024-03-19,12,12,https://www.reed.co.uk/jobs/temporary-email-based-customer-service-6-10-weeks/52340761,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52340755,SEN Teaching Assistant,Medium,2024-03-19,13,14,https://www.reed.co.uk/jobs/sen-teaching-assistant/52340755,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['database administrator'],reed
52340756,SEN Teaching Assistant,Medium,2024-03-19,13,14,https://www.reed.co.uk/jobs/sen-teaching-assistant/52340756,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['database administrator'],reed
52340519,Adviser Support,Medium,2024-03-19,25000,32000,https://www.reed.co.uk/jobs/adviser-support/52340519,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['Other'],reed
52340464,Senior Finance Officer,Senior,2024-03-19,35000,38000,https://www.reed.co.uk/jobs/senior-finance-officer/52340464,GBP,United Kingdom,remote,['_NOTFOUND_'],['data administrator'],reed
52340340,Customer Service Administrator,Medium,2024-03-19,24000,24000,https://www.reed.co.uk/jobs/customer-service-administrator/52340340,GBP,United Kingdom,hybrid,['_NOTFOUND_'],['data administrator'],reed
52196089,Insurance Administrator,Medium,2024-02-26,22500,25000,https://www.reed.co.uk/jobs/insurance-administrator/52196089,GBP,United Kingdom,_notfound_,['Excel'],['data administrator'],reed
52340042,Finance Director,Medium,2024-03-19,80000,100000,https://www.reed.co.uk/jobs/finance-director/52340042,GBP,United Kingdom,_notfound_,['_NOTFOUND_'],['manager'],reed
